category,text
electronics,targus does it again
electronics,don't look any more - these are the speakers for you!
electronics,good sound system for the computer
electronics,really great sound system
electronics,it's good
electronics,creative inspire p5800 5.1 surround sound speaker system great!!!!!!
electronics,sounds great !
electronics,really good for the money
electronics,great price and sound
electronics,excellent speakers for an excellent price!
electronics,i can't believe these reviews!
electronics,"""off da hook!!!"""
electronics,lucky it was dead-out-of-the-box
electronics,beware this brand
electronics,great value...but not for audio snobs
electronics,excelent product
electronics,no go for dvd-rom
electronics,works well with rangemax access point.
electronics,works well with rangemax!
electronics,netgear rangemax products
electronics,let me save you some time and frustration...
electronics,item was horrible until drivers were upgraded!!
electronics,stay away from this netgear wpn111 rangemax
electronics,not even compatible with its own equipment!
electronics,signal strength is always good or very good
electronics,super phone
electronics,looks and sounds great. feels like a conair.
electronics,classic phone with a modern twist!
electronics,sd card the greatest
electronics,slow with my camera
electronics,cant beat the price!
electronics,this is a steal
electronics,pny 512m
electronics,sony strde197-stereo receiver
electronics,only one thing missing.....
electronics,use your head
electronics,sony strde197 stereo receiver
electronics,perfect receiver
electronics,best picture award!
electronics,excellent look great mouse!
electronics,excellent mouse for the money
electronics,a perfect fit !
electronics,works and looks great
electronics,touchy wheel button otherwise good mouse
electronics,after using it for 2 years.
electronics,my favorite optical mouse
electronics,let the buyer beware
electronics,lack of quality & durability
electronics,avoid samsung like the plague
electronics,good vcr control
electronics,refurbished is most excellent!!!
electronics,it's dead jim.
electronics,broken ... after 8 months?
electronics,it's pretty good.
electronics,my opinion
electronics,sent from the digital god's but ridiculous price
electronics,fractory freash
electronics,not compatible with 5400/5500 ipaqs
electronics,nice unit that gets the job done!
electronics,turtle beach riviera sound card
electronics,works well with hdv camcorders
electronics,steal deal at this price
electronics,the best minidv cassettes out there
electronics,high quality tapes
electronics,good price nice tapes
electronics,work fine on a sony hdr-hc3
electronics,finally a surge protector with a switch you can get at
electronics,xm extension cable
electronics,great quality wiring works well in large home
electronics,great yield if you set up your pc properly
electronics,great value for the price
electronics,decent price best for quality
electronics,just buy a new printer
electronics,a big bang for a little buck
electronics,ok phone....
electronics,best phone i've ever owned
electronics,very nice phone
electronics,great phone..great price.
electronics,outstanding features and performance worth twice the price.
electronics,i have been using this phone for over a year now. excellent!
electronics,uniden dct646 cordless phone system
electronics,responsive ergonomic and sexy
electronics,great notebook wireless mouse available up-to-date!
electronics,absolutely terrible
electronics,great mouse but no carry bag included
electronics,essential equipment for myfi handheld
electronics,fantastic product / great price
electronics,wireless xm reception
electronics,this product sucks
electronics,how do you open it?
electronics,too big for the item it's supposed to protect and the latch breaks too easily
electronics,worthless case -- save your money!
electronics,latch breaks too easily
electronics,this case is worthless!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
electronics,surprised what a difference this makes. much more pleasant working on laptop.
electronics,great service good product
electronics,defies the laws of physics?
electronics,100 to 200
electronics,yeah it's really tough - saved my ipod twice
electronics,tough skin is tough
electronics,does what it says on the tin...
electronics,not for everyday use traveling ok slightly larger than expected but overall good for price.
electronics,good low-volume speakers
electronics,good for just relaxing
electronics,good external stereo speakers for laptop
electronics,the best headset i've tried/owned.
electronics,great for training and podcasting
electronics,extremely comfortable
electronics,great equipment
electronics,a vast improvement over the $30 variety...
electronics,sennheiser usb pc155 headset
